1,BU0220,29
1,ST0061,31
2,EC0255,2
3,BU0227,3
3,PR0236,151
4,BU0227,1
4,FI0139,2
4,FI0140,3
5,CM0218,8
6,OG0937,40
6,OG0135,14
6,OG1048,39
7,EC0255,1
7,OG0064,21
8,NI0287,4
8,PT0113,18
8,PT1001,1
9,DE0902,1
9,DE0903,1
10,ID0259,161
10,PT0113,4
10,ID0283,4
10,PT1001,1
11,IC0271,66
11,IC0281,64
11,IC0283,63
11,IC0291,66
11,IM0234,78
11,PR0255,151
11,IC0262,62
11,CM0245,1
11,EC0255,2
11,IC0273,61
11,IC0281,64
11,IC0277,63
12,BU0220,29
12,ST0061,31
13,CS0214,1
14,CM0218,11
14,OG0137,1
15,IP0091,1
16,EC0255,1
17,OG0064,21
17,ST0256,32
18,CM0232,9
19,CM0235,6
19,HL0552,1
19,OG0264,5
20,PT0022,1
20,CM0234,2
20,EC0235,6
21,CM0028,1
21,CS0009,1
21,CS0923,2
21,CS0029,3
21,CS0237,1
21,CS0240,1
21,HL0354,2
22,PT0113,22
22,IP0244,56
22,PT0152,51
23,BU0220,22
23,OG0260,8
23,OG0267,1
23,OG0269,1
23,OG0137,34
24,OG0133,85
25,CS0212,1
25,CS0213,1
25,CS0214,1
25,BU0220,24
26,CS0029,1
26,DE0162,101
26,EC0159,1
26,CS0214,1
27,OG0124,7
28,ST0764,33
28,OG0591,59
28,ST0740,32
28,ST0765,32
29,IM0243,71
29,IP0250,54
29,IM0235,72
29,OG0276,57
30,CO0217,51
31,MU0401,17
31,ST0263,32
32,PR0266,151
32,PR0246,151
33,IC0282,62
34,IM0237,72
34,IM0614,71
34,PT1001,1
34,BI0242,154
34,IM0242,72
35,MU0406,183
36,DE0914,3
36,DE0151,200
36,GP0021,1
36,GP0023,1
36,DE0055,201
36,DE0908,200
36,DE0075,1
37,DE0161,1
38,PT1001,1
39,PT0113,13
39,NI0191,22
39,PT1001,1
40,ID0283,8
40,IP0664,2
40,IP0665,2
40,PT1001,1
41,EC0243,13
41,OG0127,2
41,OG0135,27
41,PT0113,10
41,EC0235,1
41,ME0145,5
41,OG0135,14
41,OG0136,9
41,OG0137,1
41,PT1001,1
42,OG0124,1
43,IP0703,2
43,IP0705,2
43,IP0707,2
43,IP0244,55
43,IM0233,73
43,IP0256,162
43,IP0257,161
43,ST0241,62
44,BU0180,5
44,DE0161,1
44,DE0144,203
44,DE0151,200
44,OG0591,30
44,DE0055,201
44,DE0141,201
44,PT0113,32
45,HL0555,9
45,ID0266,165
45,OG0263,3
45,ID0262,173
45,IP0283,3
45,PT0113,32
46,CS0070,3
46,CS0094,2
46,GP0003,1
46,CS0061,3
46,CS0214,1
46,GP0030,1
47,BU0220,25
47,OG0124,3
48,BU0220,21
48,MU0405,183
48,MU0444,183
49,CO0183,41
50,CS0216,1
50,CS0217,2
50,CS0218,2
50,PT1001,1
51,EC0275,1
52,EC0235,5
53,PT0113,19
54,IP0232,60
54,PR0266,151
54,PR0249,151
54,PT0113,38
55,PT0251,251
55,PR0249,151
55,PR0266,151
55,PR0632,190
56,IC0269,67
56,IC0273,60
57,OG0933,40
58,IC0292,63
59,PT0161,61
59,IC0653,26
59,IC0654,26
59,IC0655,26
59,IC0656,26
59,IC0657,26
59,IC0702,26
60,OG0263,2
60,IC0273,60
60,IC0281,64
60,IC0283,65
60,IC0292,63
61,DE0144,201
61,DE0150,200
61,DE0908,200
61,DE0151,200
62,ID0283,6
62,ME0145,4
62,ME0156,1
62,ME0157,1
62,ME0158,4
62,OG0260,7
63,ME0145,3
63,OG0134,13
63,OG0136,9
63,OG0137,3
64,EC0243,1
65,EC0235,5
65,ME0145,4
65,OG0127,13
65,OG0134,11
65,OG0135,23
65,OG0136,8
65,OG0137,35
66,EC0235,6
66,ME0242,6
67,CM0218,5
68,EC0103,4
68,EC0235,4
68,OG0137,33
69,DE0916,1
70,OG0136,9
70,OG0137,35
70,OG0263,2
70,OG0124,9
71,PT0002,1
72,OG0260,8
72,PR0246,151
72,PR0253,152
72,MA0022,1
73,IM0242,73
74,OG0137,3
74,EC0235,3
74,OG0136,9
75,IC0281,64
75,IC0271,63
75,IC0283,64
75,IC0269,66
75,IC0273,61
76,ST0241,65
77,CM0232,3
77,OG0276,57
77,ST0256,31
78,DE0072,1
78,DE0151,200
78,DE0908,200
78,PR0311,157
79,CS0056,2
79,CS0217,2
79,CS0218,2
79,CS0219,113
79,ME0058,1
79,CS0216,1
79,CS0923,2
80,HL0229,1
80,CS0056,2
80,CS0216,2
80,CS0217,2
80,CS0218,2
80,CS0219,113
80,ME0058,3
81,OG0124,3
82,FI0158,25
82,EC0235,7
82,FI0155,24
82,OG0136,9
82,OG0137,2
83,ME0172,2
84,OG0124,8
85,OG0124,3
86,CM0235,1
87,CS0219,113
87,CS0216,1
87,CS0217,2
87,CS0218,2
87,CS0220,21
87,ME0070,7
88,DE0673,1
88,DE0139,208
88,DE0677,1
